Commodity Name,City Name,Type,Package,Weight,Variety,Sub Variety,Grade,Q,Year,Month,Date,Low Price,High Price,,Mostly Low,Mostly High,Origin,Distance,Rate,Income,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,250,250,250,250,250,NORTH CAROLINA,268,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,225,225,225,225,225,PENNSYLVANIA,868,0.37,40422,,med-lge,WHITE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,185,185,185,185,185,PENNSYLVANIA,868,0.37,40422,,med-lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,533,PIE TYPE,,,1,2016,10,10/8/16,250,250,250,250,250,PENNSYLVANIA,868,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,200,200,200,200,200,VIRGINIA,437,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,PIE TYPE,,,1,2016,10,10/8/16,200,200,200,200,200,PENNSYLVANIA,868,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,PIE TYPE,,,1,2016,10,10/8/16,19,19,19,19,19,MICHIGAN,1211,0.03,40422,,med-lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,BLUE TYPE,,,1,2016,10,10/8/16,200,200,200,200,200,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,BLUE TYPE,,,1,2016,10,10/8/16,200,200,200,200,200,PENNSYLVANIA,868,0.37,40422,,med-lge,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,KNUCKLE HEAD,,,1,2016,10,10/8/16,170,170,170,170,170,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,KNUCKLE HEAD,,,1,2016,10,10/8/16,125,125,125,125,125,PENNSYLVANIA,868,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,200,200,200,200,200,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,18,18,18,18,18,MICHIGAN,1211,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,18,18,18,18,18,PENNSYLVANIA,868,0.03,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,18,18,18,18,18,PENNSYLVANIA,868,0.37,40422,,sml,WHITE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,30,30,30,30,30,PENNSYLVANIA,868,0.37,40422,,lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,28,28,28,28,28,PENNSYLVANIA,868,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,28,28,28,28,28,PENNSYLVANIA,868,0.37,40422,,sml,WHITE,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,150,150,150,150,150,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,125,150,137.5,125,150,TEXAS,350,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,533,HOWDEN TYPE,,,1,2016,10,10/8/16,125,125,125,125,125,TEXAS,350,0.37,46858,,sml,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN WHITE TYPE,,,1,2016,10,10/8/16,150,150,150,150,150,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,HOWDEN WHITE TYPE,,,1,2016,10,10/8/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,CINDERELLA,,,1,2016,10,10/8/16,150,150,150,150,150,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,CINDERELLA,,,1,2016,10,10/8/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,FAIRYTALE,,,1,2016,10,10/8/16,250,250,250,250,250,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,533,FAIRYTALE,,,1,2016,10,10/8/16,150,150,150,150,150,TEXAS,350,0.37,46858,,sml,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,FAIRYTALE,,,1,2016,10,10/8/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,20 lb cartons,20,PIE TYPE,,,1,2016,10,10/8/16,20,21,20.5,20,21,MISSOURI,845,0.37,46858,,lge,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,100,100,100,100,100,NEW MEXICO,1000,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,PIE TYPE,,,1,2016,10,10/8/16,300,300,300,300,300,TEXAS,350,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,50 lb cartons,50,PIE TYPE,,,1,2016,10,10/8/16,30,31,30.5,30,31,MICHIGAN,1953,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,150,150,150,150,150,TEXAS,350,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,100,115,107.5,100,110,MICHIGAN,350,0.37,44547,,lge,ORANGE,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,533,PIE TYPE,,,1,2016,10,10/8/16,150,150,150,150,150,MICHIGAN,350,0.37,44547,,sml,ORANGE,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,150,150,150,150,150,MICHIGAN,350,0.37,44547,,med,,,,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,120,130,125,120,130,CALIFORNIA,350,0.37,42535,,lge,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,120,130,125,120,130,CALIFORNIA,350,0.37,42535,,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,FAIRYTALE,,,1,2016,10,10/8/16,0.24,0.24,0.24,0.24,0.24,CALIFORNIA,350,0.37,42535,,,,,PER LB,,,,,,N,
PUMPKINS,LOS ANGELES,,each,20,BIG MACK TYPE,,,1,2016,10,10/8/16,250,250,250,250,250,CALIFORNIA,350,0.37,42535,,lge,,,EACH,,,,,,N,
PUMPKINS,LOS ANGELES,,each,10,BIG MACK TYPE,,,1,2016,10,10/8/16,0.55,0.55,0.55,0.55,0.55,CALIFORNIA,350,0.37,42535,,sml,,,PER LB,,,,,,N,
PUMPKINS,MIAMI,,36 inch bins,700,HOWDEN TYPE,,,1,2014,11,11/29/14,120,120,120,120,120,MICHIGAN,2508,0.37,42811,,jbo,,,PER BIN,,,,,,N,
PUMPKINS,MIAMI,,36 inch bins,700,HOWDEN TYPE,,,1,2014,11,11/29/14,160,160,160,160,160,MICHIGAN,2508,0.37,42811,,lge,,,PER BIN,,,,,,N,
PUMPKINS,MIAMI,,36 inch bins,700,PIE TYPE,,,1,2014,11,11/29/14,230,230,230,230,230,MICHIGAN,2508,0.37,42811,,,,,PER BIN,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,160,180,170,160,180,MICHIGAN,1032,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,175,175,175,175,175,MICHIGAN,1032,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,140,150,145,140,150,NEW JERSEY,80,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,160,160,160,160,160,NEW YORK,108,0.37,48600,ORANGE COUNTY NEW YORK,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,120,140,130,120,140,PENNSYLVANIA,274,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,10,10/8/16,16,18,17,16,18,OHIO,754,0.37,48600,,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,120,140,130,120,140,NEW JERSEY,80,0.37,48600,,med-lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,180,200,190,180,200,NEW JERSEY,80,0.37,48600,,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,180,200,190,180,200,OHIO,754,0.37,48600,,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,PIE TYPE,,,1,2016,10,10/8/16,260,260,260,260,260,NEW YORK,108,0.37,48600,ORANGE COUNTY NEW YORK,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,800,PIE TYPE,,,1,2016,10,10/8/16,220,220,220,220,220,OHIO,754,0.37,48600,,sml,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,KNUCKLE HEAD,,,1,2016,10,10/8/16,120,140,130,120,140,PENNSYLVANIA,274,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,200,200,200,200,200,MICHIGAN,1032,0.37,48600,,,,,,,,,,,N,
PUMPKINS,NEW YORK,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,18,18,18,18,18,OHIO,754,0.37,48600,,sml,,,,,,,,,N,
PUMPKINS,NEW YORK,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,20,20,20,20,20,OHIO,754,0.37,48600,,sml,WHITE,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel crates,45,MINIATURE,,,1,2016,10,10/8/16,18,18,18,18,18,NEW YORK,108,0.37,48600,WESTERN SECTION,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel crates,45,MINIATURE,,,1,2016,10,10/8/16,18,18,18,18,18,NEW YORK,108,0.37,48600,WESTERN SECTION,sml,,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel crates,45,MINIATURE,ROUND TYPE,,1,2016,10,10/8/16,18,18,18,18,18,NEW YORK,108,0.37,48600,WESTERN SECTION,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel crates,45,MINIATURE,ROUND TYPE,,1,2016,10,10/8/16,18,18,18,18,18,NEW YORK,108,0.37,48600,WESTERN SECTION,sml,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,140,155,147.5,140,155,NEW JERSEY,104,0.37,49321,,med,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,36 inch bins,800,HOWDEN TYPE,,,1,2016,10,10/8/16,120,120,120,120,120,NEW JERSEY,104,0.37,49321,,sml,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,24 inch bins,466,KNUCKLE HEAD,,,1,2016,10,10/8/16,210,210,210,210,210,NEW JERSEY,104,0.37,49321,,med,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,15,15,15,15,15,OHIO,813,0.37,49321,,,,,SHELLACKED,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,135,150,142.5,135,150,CALIFORNIA,336,0.37,59603,,lge,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,533,HOWDEN TYPE,,,1,2016,10,10/8/16,135,135,135,135,135,CALIFORNIA,336,0.37,59603,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,135,150,142.5,135,150,CALIFORNIA,336,0.37,59603,,jbo,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,135,150,142.5,135,150,CALIFORNIA,336,0.37,59603,,med,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,36 inch bins,800,HOWDEN TYPE,,,1,2016,10,10/8/16,135,150,142.5,135,150,CALIFORNIA,336,0.37,59603,,sml,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,24 inch bins,466,FAIRYTALE,,,1,2016,10,10/8/16,300,300,300,300,300,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,35,PIE TYPE,,,1,2016,10,10/8/16,31.5,31.5,31.5,31.5,31.5,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,35,PIE TYPE,,,1,2016,10,10/8/16,29,29,29,29,29,WASHINGTON,4533,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,50 lb cartons,50,PIE TYPE,,,1,2016,10,10/8/16,32,34,33,32,34,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,160,160,160,160,160,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,20,22,21,20,22,CALIFORNIA,336,0.37,59603,,,STRIPED,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,20,22,21,20,22,CALIFORNIA,336,0.37,59603,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,20,22,21,20,22,CALIFORNIA,336,0.37,59603,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,30,35,32.5,30,35,CALIFORNIA,336,0.37,59603,,,WHITE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,30,35,32.5,30,35,CALIFORNIA,336,0.37,59603,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,bushel baskets,40,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,25,48,36.5,25,48,CALIFORNIA,336,0.37,59603,,,ORANGE,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,10,10/8/16,20,22,21,20,22,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,40 lb cartons,40,MINIATURE,ROUND TYPE,,1,2016,10,10/8/16,30,35,32.5,30,35,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,95,105,100,95,105,ILLINOIS,266,0.37,49598,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/8/16,90,105,97.5,90,105,ILLINOIS,266,0.37,49598,,lge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,125,120,115,125,ILLINOIS,266,0.37,49598,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,125,120,115,125,ILLINOIS,266,0.37,49598,,lge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,125,120,115,125,ILLINOIS,266,0.37,49598,,med,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,125,125,125,125,125,INDIANA,452,0.37,49598,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,125,125,125,125,125,INDIANA,452,0.37,49598,,lge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,125,125,125,125,125,INDIANA,452,0.37,49598,,med,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,115,115,115,115,MICHIGAN,883,0.37,49598,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,115,115,115,115,MICHIGAN,883,0.37,49598,,lge,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/8/16,115,115,115,115,115,MICHIGAN,883,0.37,49598,,med,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,HOWDEN WHITE TYPE,,,1,2016,10,10/8/16,150,150,150,150,150,ILLINOIS,266,0.37,49598,,xlge,,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,PIE TYPE,,,1,2016,10,10/8/16,175,200,187.5,175,200,ILLINOIS,266,0.37,49598,,,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,36 inch bins,700,PIE TYPE,,,1,2016,10,10/8/16,150,200,175,150,200,ILLINOIS,266,0.37,49598,,,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,100,135,117.5,100,135,ILLINOIS,266,0.37,49598,,,,,,,,,,,N,
PUMPKINS,ST. LOUIS,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,10,10/8/16,135,135,135,135,135,MISSOURI,177,0.37,49598,,,,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,15,15,15,15,15,CANADA,2280,0.37,49598,ONTARIO,,WHITE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,15,15,15,15,15,CANADA,2280,0.37,49598,ONTARIO,,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,10.5,15,12.75,10.5,15,ILLINOIS,266,0.37,49598,,,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,13.75,15,14.375,13.75,15,ILLINOIS,266,0.37,49598,,,WHITE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,12,12,12,12,12,MICHIGAN,883,0.37,49598,,,ORANGE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,12,12,12,12,12,MICHIGAN,883,0.37,49598,,,WHITE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,22 lb cartons,22,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,14.75,14.75,14.75,14.75,14.75,ILLINOIS,266,0.37,49598,,,WHITE,,,,,,,,N,
PUMPKINS,ST. LOUIS,,22 lb cartons,22,MINIATURE,FLAT TYPE,,1,2016,10,10/8/16,10.75,10.75,10.75,10.75,10.75,ILLINOIS,266,0.37,49598,,,ORANGE,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/15/16,140,145,142.5,140,145,ALABAMA,283,0.37,43026,,med,,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/15/16,140,154.75,147.375,140,154.75,MICHIGAN,1178,0.37,43026,,jbo,,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/15/16,145,154.75,149.875,145,154.75,MICHIGAN,1178,0.37,43026,,xlge,,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,466,HOWDEN TYPE,,,1,2016,10,10/15/16,150,154.75,152.375,150,154.75,MICHIGAN,1178,0.37,43026,,med-lge,,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,533,HOWDEN TYPE,,,1,2016,10,10/15/16,150,150,150,150,150,MICHIGAN,1178,0.37,43026,,sml,,,,,,,,,N,
PUMPKINS,ATLANTA,,24 inch bins,533,PIE TYPE,,,1,2016,10,10/15/16,135,135,135,135,135,NORTH CAROLINA,540,0.37,43026,,sml,,,,,,,,,N,
PUMPKINS,ATLANTA,,36 inch bins,800,PIE TYPE,,,1,2016,10,10/15/16,210,286,248,210,286,MICHIGAN,1178,0.37,43026,,sml,,,,,,,,,N,
PUMPKINS,BALTIMORE,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,150,160,155,150,160,MARYLAND,39,0.37,47168,,lge,,,,,,,,,N,
PUMPKINS,BALTIMORE,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,150,170,160,150,170,MARYLAND,39,0.1,47168,,med,,,,,,,,,N,
PUMPKINS,BALTIMORE,,24 inch bins,466,FAIRYTALE,,,1,2016,10,10/15/16,235,250,242.5,235,250,MARYLAND,39,0.37,47168,,xlge,,,,,,,,,N,
PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,10,10/15/16,15,15,15,15,15,DELAWARE,146,0.1,47168,,,,,,,,,,,N,
PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,10,10/15/16,17,17,17,17,17,OHIO,720,0.37,47168,,med,,,,,,,,,N,
PUMPKINS,BALTIMORE,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,10,10/15/16,17,18.5,17.75,17,18.5,PENNSYLVANIA,283,0.1,47168,,,,,,,,,,,N,
PUMPKINS,BALTIMORE,,24 inch bins,466,BIG MACK TYPE,,,1,2016,10,10/15/16,50,60,55,50,60,MARYLAND,39,0.37,47168,,jbo,,,EACH,,,,,,N,
PUMPKINS,BALTIMORE,,24 inch bins,466,BIG MACK TYPE,,,1,2016,10,10/15/16,40,60,50,40,60,MARYLAND,39,0.37,47168,,lge,WHITE,,EACH,,,,,,N,
PUMPKINS,BALTIMORE,,24 inch bins,466,BIG MACK TYPE,,,1,2016,10,10/15/16,40,60,50,40,60,MARYLAND,39,0.37,47168,,med,WHITE,,EACH,,,,,,N,
PUMPKINS,BALTIMORE,,24 inch bins,466,BIG MACK TYPE,,,1,2016,10,10/15/16,50,60,55,50,60,VIRGINIA,321,0.37,47168,,jbo,,,EACH,,,,,,N,
PUMPKINS,BALTIMORE,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/15/16,15,15,15,15,15,MARYLAND,39,0.37,47168,,sml,,,,,,,,,N,
PUMPKINS,BALTIMORE,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/15/16,15,15,15,15,15,MARYLAND,39,0.37,47168,,sml,WHITE,,,,,,,,N,
PUMPKINS,BALTIMORE,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/15/16,16,17,16.5,16,17,OHIO,720,0.37,47168,,sml,,,,,,,,,N,
PUMPKINS,BALTIMORE,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,10,10/15/16,16,18,17,16,18,VIRGINIA,321,0.37,47168,,sml,,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,200,180,165,165,CANADA,2935,0.37,56814,QUEBEC,exjbo,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,200,180,165,165,CANADA,2935,0.37,56814,QUEBEC,jbo,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,200,180,165,165,CANADA,2935,0.37,56814,ONTARIO,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,200,180,165,165,CANADA,2935,0.37,56814,QUEBEC,xlge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,180,170,165,165,CANADA,2935,0.37,56814,ONTARIO,lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,160,180,170,160,165,CANADA,2935,0.37,56814,QUEBEC,lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,140,160,150,150,160,CANADA,2935,0.37,56814,QUEBEC,med-lge,ORANGE,,,,,,,,N,
PUMPKINS,BOSTON,,36 inch bins,700,HOWDEN TYPE,,,1,2016,10,10/15/16,140,160,150,150,150,CANADA,2935,0.37,56814,QUEBEC,med,ORANGE,,,,,,,,N,
